log_s,,-1,-0.95,-0.9,-0.85,-0.8,-0.75,-0.7,-0.65,-0.6,-0.55,-0.5,-0.45,-0.4,-0.35,-0.3,-0.25,-0.2,-0.15,-0.1,-0.05,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95
log_q,-5.95,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004398,0.002662,0.006829,0.073728,0.272832,2.512033,0.236229,0.117016,0.038077,0.012500,0.024190,0.012962,0.011342,0.005903,0.002893,0.002893,0.005787,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
log_q,-5.70,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.008796,0.005324,0.013658,0.147455,0.548141,5.025763,0.474544,0.234724,0.076159,0.025001,0.048380,0.025926,0.022686,0.011806,0.005787,0.005787,0.011574,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
log_q,-5.45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.036344,0.113542,0.206137,0.517250,1.471897,8.734727,1.312521,0.632785,0.354984,0.214697,0.116784,0.055324,0.039353,0.025345,0.014343,0.007060,0.011574,0.001504,0.008797,0.001967,0.004745,0.000000,0.000000,0.000000,0.000000
log_q,-5.20,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.063890,0.221761,0.398617,0.888435,2.401908,12.445390,2.152998,1.031249,0.633807,0.405096,0.185190,0.084724,0.056022,0.038889,0.022899,0.008334,0.011574,0.003009,0.017593,0.003935,0.009491,0.000000,0.000000,0.000000,0.000000
log_q,-4.95,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.037501,0.141550,0.185070,0.314933,0.486344,0.809478,2.045547,6.322455,21.029612,5.806418,2.413446,1.270916,0.857644,0.557762,0.410192,0.268637,0.138312,0.075911,0.037036,0.035183,0.011457,0.020024,0.011456,0.010532,0.002893,0.000000,0.005903,0.000000
log_q,-4.70,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.075001,0.283102,0.370141,0.565977,0.751624,1.221730,3.208125,10.253059,29.614838,9.472323,3.807081,1.910108,1.311591,0.931033,0.736360,0.481257,0.237739,0.128924,0.065743,0.058797,0.019908,0.022455,0.018981,0.011574,0.005787,0.000000,0.011806,0.000000
log_q,-4.45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.074537,0.144676,0.181829,0.264238,0.422338,0.542478,0.937396,1.730915,3.172130,7.583851,24.346316,47.499060,22.861434,8.543919,4.354174,2.763202,1.658823,1.169351,0.837779,0.592022,0.471863,0.328360,0.197803,0.068057,0.055092,0.037498,0.023726,0.019907,0.010068,0.010070,0.000000
log_q,-4.20,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.149074,0.289352,0.363657,0.453473,0.561577,0.714820,1.308808,2.710889,5.123221,11.967127,38.444921,65.385361,36.263675,13.295156,6.815926,4.219386,2.386615,1.603732,1.193304,0.946314,0.814813,0.590984,0.336813,0.116209,0.087735,0.056019,0.035880,0.034029,0.020139,0.008334,0.000000
log_q,-3.95,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.102315,0.158449,0.185996,0.290162,0.378472,0.445024,0.651043,0.995409,1.742148,3.203721,5.855522,11.626255,25.703075,77.372833,98.223859,72.089786,27.508174,14.191171,8.267550,5.111211,3.340999,2.239636,1.636609,1.294415,1.026053,0.681452,0.446541,0.368292,0.249306,0.108104,0.087618,0.046760,0.028125,0.007175
log_q,-3.70,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.204630,0.316898,0.371991,0.431250,0.467594,0.526390,0.848613,1.428237,2.769460,5.098629,9.000544,18.133871,39.448369,116.307908,131.066029,107.918286,41.734364,21.583531,12.329006,7.845179,5.080737,3.289056,2.328992,1.775408,1.461133,1.026793,0.776873,0.648853,0.443295,0.181027,0.141210,0.073383,0.047919,0.014352
