time,mode,A,A-,A+,m,m-,m+,n,n-,n+,p,p-,p+,x_4,x_19,x_22,x_24

02/10/2022 16:11:02,Suzuki's,0.6887554329941993,-0.1992972238247852,0.25637800134430855,0.7500922026714569,-0.5549222537750855,0.4972450512304829,-1.091917338551525,-0.14169722030918686,0.13110749386585985,1.6201760752274872,-0.8363664833216327,1.1441586798399475
02/10/2022 16:19:40,new (no deviation),0.6865474531517757,-0.19206187011635173,0.2514881816384109,0.7372942103377845,-0.553676228103308,0.5077649010794792,-1.0971015484765678,-0.13557654983077838,0.13141943580647364,1.6354070032370953,-0.8545709140379489,1.1185800864670759,0.4907899934015663,0.7301661630866183,0.49453056365090464,0.5399291821831699
